movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Gross Profit
Dylan Dog: Dead of Night,2010,142370100,20000000,1186538,4907187,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0,107,"-$13,906,275.00"
Action Point,2017,285530100,19000000,5059608,44067,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,84,"-$13,896,325.00"
The Son of No One,2011,143220100,15000000,30680,1117898,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,93,"-$13,851,422.00"
Repo Men,2010,111950100,32000000,13942007,4253231,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,111,"-$13,804,762.00"
Stop-Loss,2008,35930100,25000000,10915744,313291,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,113,"-$13,770,965.00"
Dangerous Liaisons,2012,183340100,24200000,17000,10430579,Not Rated,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110,"-$13,752,421.00"
Straw Dogs,2010,105290100,25000000,10324441,929380,R,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,110,"-$13,746,179.00"
The Lucky Ones,2008,72700100,14000000,266967,0,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,,"-$13,733,033.00"
Manderlay,2006,83060100,14200000,74205,469101,Not Rated,Historical Fiction,Original Screenplay,Live Action,Drama,1,,"-$13,656,694.00"
Freedom,2014,230990100,14500000,0,872757,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,95,"-$13,627,243.00"
The Frozen Ground,2013,190400100,19200000,0,5617460,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,105,"-$13,582,540.00"
The Space Between Us,2016,237900100,30000000,7885294,8596111,PG-13,Science Fiction,Original Screenplay,Live Action,Drama,0,121,"-$13,518,595.00"
Only the Brave,2017,263270100,38000000,18340051,6215126,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,134,"-$13,444,823.00"
Beautiful Boy,2017,306500100,25000000,7634767,3954994,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,112,"-$13,410,239.00"
Midnight Meat Train,2008,83140100,15000000,73548,1516698,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,100,"-$13,409,754.00"
Margaret,2009,125740100,14000000,47185,576107,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,149,"-$13,376,708.00"
Suspiria,2017,148810100,20000000,2483472,4203796,R,Historical Fiction,Remake,Live Action,Horror,0,152,"-$13,312,732.00"
Baahubali: The Beginning,2015,236630100,40000000,6738000,19998665,Not Rated,Historical Fiction,Original Screenplay,Live Action,Action,0,160,"-$13,263,335.00"
Won't Back Down,2011,166340100,19000000,5310554,434949,PG,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,121,"-$13,254,497.00"
The Last Godfather,2010,152540100,13400000,164247,0,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0,103,"-$13,235,753.00"
The Devil's Double,2011,160300100,19100000,1361512,4604134,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,109,"-$13,134,354.00"
Escobar: Paradise Lost,2014,212720100,17000000,195792,3721887,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,119,"-$13,082,321.00"
Strange Wilderness,2008,43260100,20000000,6575282,371802,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86,"-$13,052,916.00"
Un monstre à Paris ,2011,153610100,40000000,0,27000381,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,0,0,"-$12,999,619.00"
San suk si gin,2009,106310100,15000000,0,2013340,R,Contemporary Fiction,,Live Action,Drama,0,119,"-$12,986,660.00"
An American Carol,2008,130920100,20000000,7013191,8992,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,83,"-$12,977,817.00"
The Lost City of Z,2016,145440100,30000000,8574339,8547484,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Action,0,140,"-$12,878,177.00"
A Scanner Darkly,2006,45610100,20000000,5501616,1903468,R,Science Fiction,Based on Fiction Book/Short Story,Rotoscoping,Thriller/Suspense,0,100,"-$12,594,916.00"
Bad Lieutenant: Port of Call New Orleans,2009,118960100,25000000,1702112,10711837,R,Contemporary Fiction,Remake,Live Action,Drama,0,122,"-$12,586,051.00"
The Boat That Rocked,2009,123120100,50000000,8017467,29455184,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,130,"-$12,527,349.00"
In The Land of Blood and Honey,2011,161740100,13000000,303877,205316,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,0,"-$12,490,807.00"
Stan Helsing: A Parody,2009,112840100,14000000,0,1553556,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,81,"-$12,446,444.00"
Dhoom 3,2013,198500100,24000000,8031955,3691665,Not Rated,,,,Action,1,150,"-$12,276,380.00"
Shoot 'Em Up,2007,33270100,39000000,12796824,14000000,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,87,"-$12,203,176.00"
Trouble with the Curve,2012,172630100,60000000,35763137,12055776,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111,"-$12,181,087.00"
Deception,2008,47520100,25000000,4598506,8251527,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108,"-$12,149,967.00"
Les herbes folles,2009,129650100,14000000,403952,1500000,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,,"-$12,096,048.00"
10 Days in a Madhouse,2015,222630100,12000000,14616,0,R,Dramatization,Original Screenplay,Live Action,Drama,0,111,"-$11,985,384.00"
Annihilation,2017,231140100,55000000,32732301,10338614,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,115,"-$11,929,085.00"
5 Days of War,2011,163750100,12000000,17479,70314,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,113,"-$11,912,207.00"
Code Name: The Cleaner,2007,40120100,20000000,8135024,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91,"-$11,864,976.00"
Fateless,2006,75540100,12000000,196857,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,140,"-$11,803,143.00"
The Children of Huang Shi,2008,61280100,20000000,1031872,7189828,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,125,"-$11,778,300.00"
Chasing Mavericks,2012,168840100,20000000,6002756,2298065,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,115,"-$11,699,179.00"
San qiang pai an jing qi,2009,139470100,12000000,190946,120000,R,Contemporary Fiction,Remake,Live Action,Drama,0,95,"-$11,689,054.00"
Anonymous,2011,141220100,27500000,4463292,11352217,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,130,"-$11,684,491.00"
Aloha,2014,204260100,37000000,21052030,4335061,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,105,"-$11,612,909.00"
Bathory,2008,115840100,15000000,0,3436763,R,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0,141,"-$11,563,237.00"
The Disappointments Room,2015,215900100,15000000,2423467,1080294,R,Contemporary Fiction,Based on Real Life Events,Live Action,Horror,0,91,"-$11,496,239.00"
Ondine,2009,134650100,12000000,550472,7073,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111,"-$11,442,455.00"
Take Me Home Tonight,2010,139000100,19000000,6928068,648536,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,114,"-$11,423,396.00"
A Little Bit of Heaven,2010,144710100,12500000,10011,1090276,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,108,"-$11,399,713.00"
Doomsday,2008,35590100,33000000,11008770,10612418,R,Science Fiction,Original Screenplay,Live Action,Action,0,109,"-$11,378,812.00"
Pride and Prejudice and Zombies,2015,150880100,28000000,10907291,5731009,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Black Comedy,0,107,"-$11,361,700.00"
The Longshots,2008,34920100,23000000,11511323,267073,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,95,"-$11,221,604.00"
A Most Violent Year,2014,215510100,20000000,5749134,3097741,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,125,"-$11,153,125.00"
Chiamatemi Francesco - Il papa della gente,2015,249240100,15000000,0,3925769,,Dramatization,Based on Real Life Events,Live Action,Drama,0,98,"-$11,074,231.00"
The Legend of Hercules,2013,187550100,70000000,18848538,40104781,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,98,"-$11,046,681.00"
Semi-Pro,2008,16900100,55000000,33479698,10500665,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,91,"-$11,019,637.00"
Away We Go,2009,38170100,21000000,9451946,656070,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,"-$10,891,984.00"
Kill the Irishman,2010,146890100,12000000,1188194,0,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,106,"-$10,811,806.00"
Darling Companion,2010,150480100,12000000,793352,406994,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,103,"-$10,799,654.00"
Everybody's Fine,2009,105130100,20000000,9208876,0,PG-13,Contemporary Fiction,Remake,Live Action,Drama,0,100,"-$10,791,124.00"
Brighton Rock,2010,141500100,11000000,229653,0,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111,"-$10,770,347.00"
The Black Dahlia,2006,23100100,60000000,22672813,26565712,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,121,"-$10,761,475.00"
Hot Rod,2007,31760100,25000000,13938332,396069,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88,"-$10,665,599.00"
Trade,2007,74830100,12000000,214202,1299186,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,,"-$10,486,612.00"
Popstar: Never Stop Never Stopping,2016,232090100,20000000,9496130,40990,R,Contemporary Fiction,Based on Web Series,Live Action,Comedy,0,86,"-$10,462,880.00"
The Thing,2011,139620100,38000000,16999934,10573144,R,Fantasy,Remake,Live Action,Horror,1,102,"-$10,426,922.00"
Triangle,2009,105040100,12000000,0,1594955,R,,,,,0,,"-$10,405,045.00"
Dead Man Down,2012,177620100,30000000,10895295,8704679,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118,"-$10,400,026.00"
Infamous,2006,60310100,13000000,1151330,1462387,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,,"-$10,386,283.00"
Home,2009,245740100,12000000,0,1620056,Not Rated,Factual,Based on Real Life Events,Live Action,Documentary,0,0,"-$10,379,944.00"
The Last Days on Mars,2013,197330100,10600000,24084,237280,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,98,"-$10,338,636.00"
Midnight Special,2015,207590100,18000000,3712282,3967968,PG-13,Science Fiction,Original Screenplay,Live Action,Drama,0,102,"-$10,319,750.00"
Biutiful,2010,141400100,35000000,5101237,19586287,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,138,"-$10,312,476.00"
In the Heart of the Sea,2014,146640100,100000000,25020758,64672551,PG-13,Dramatization,Based on Real Life Events,Live Action,Adventure,0,121,"-$10,306,691.00"
Miss Sloane,2016,264260100,18000000,3500605,4219025,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,132,"-$10,280,370.00"
Casino Jack,2010,148100100,12500000,2039869,232317,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0,108,"-$10,227,814.00"
Black Nativity,2013,188570100,17500000,7018188,266947,PG,Fantasy,Based on Play,Live Action,Musical,0,95,"-$10,214,865.00"
Tu Xia Chuan Qi,2011,164390100,12000000,0,1828400,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,89,"-$10,171,600.00"
Find Me Guilty,2006,60110100,13000000,1173673,1724552,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,,"-$10,101,775.00"
San cheng ji,2015,250470100,12000000,0,1950194,,Dramatization,Based on Real Life Events,Live Action,Drama,0,0,"-$10,049,806.00"
Thank You for Your Service,2017,285400100,20000000,9479390,505926,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,108,"-$10,014,684.00"
Janky Promoters,2009,116820100,10000000,9069,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,,"-$9,990,931.00"
Hross i oss,2013,228350100,10000000,11894,0,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,81,"-$9,988,106.00"
The Open Road,2009,92330100,10000000,19716,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,,"-$9,980,284.00"
Adam Resurrected,2008,132790100,10000000,0,90909,,,,,,0,,"-$9,909,091.00"
The Good Guy,2009,135010100,10000000,100688,5772,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,90,"-$9,893,540.00"
Blood Done Sign My Name,2010,135350100,10000000,109383,0,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,128,"-$9,890,617.00"
Kicks,2016,251660100,10000000,150191,0,R,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,84,"-$9,849,809.00"
Strangerland,2014,222610100,10000000,17472,143625,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,111,"-$9,838,903.00"
"Cinco de Mayo, La Batalla",2013,187290100,10000000,173472,0,R,Dramatization,Based on Real Life Events,Live Action,Action,0,125,"-$9,826,528.00"
Elsa & Fred,2014,210040100,10000000,67657,130244,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105,"-$9,802,099.00"
Billy Lynn’s Long Halftime Walk,2015,215920100,40000000,1738477,28491925,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110,"-$9,769,598.00"
Edmond,2006,78520100,10000000,131719,110000,R,Contemporary Fiction,Based on Play,Live Action,Black Comedy,0,,"-$9,758,281.00"
Barbecue,2014,233430100,10000000,388,247177,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,"-$9,752,435.00"
High School,2009,142550100,10000000,139034,109099,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,"-$9,751,867.00"
Resurrecting the Champ,2007,51520100,13000000,3172382,88173,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,111,"-$9,739,445.00"
Genius,2015,230820100,17000000,1361045,5904238,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,104,"-$9,734,717.00"
Flipped,2010,110780100,14000000,1755212,2534781,PG,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,90,"-$9,710,007.00"
World's Greatest Dad,2009,75890100,10000000,221805,73945,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,,"-$9,704,250.00"
Whiskey Tango Foxtrot,2016,248980100,35000000,23083334,2267413,R,Dramatization,Based on Factual Book/Article,Live Action,Comedy,0,111,"-$9,649,253.00"
Welcome to the Rileys,2010,139810100,10000000,152857,203062,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,110,"-$9,644,081.00"
Jungle Shuffle,2014,226000100,10000000,0,360898,,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,0,"-$9,639,102.00"
The Young Messiah,2015,193820100,16800000,6469813,843884,PG-13,Dramatization,Based on Comic/Graphic Novel,Live Action,Drama,0,111,"-$9,486,303.00"
Plastic,2014,212590100,10000000,0,575371,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,102,"-$9,424,629.00"
Redemption,2013,187110100,23000000,36686,13556787,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100,"-$9,406,527.00"
Bleed for This,2015,230810100,16000000,5083906,1520020,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,116,"-$9,396,074.00"
The Killer Inside Me,2010,138570100,13000000,217277,3400000,R,,,Live Action,Drama,0,,"-$9,382,723.00"
Meet Dave,2008,34550100,60000000,11803254,38845552,PG,Science Fiction,Original Screenplay,Live Action,Adventure,0,90,"-$9,351,194.00"
Arthur and the War of Two Worlds,2010,122310100,45500000,347136,35833688,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,,"-$9,319,176.00"
Free Style,2009,110850100,10000000,141108,580000,PG-13,,,,,0,,"-$9,278,892.00"
Motherhood,2009,105950100,10000000,93388,630000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,,"-$9,276,612.00"
The Brothers Solomon,2007,62560100,10000000,900926,0,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,,"-$9,099,074.00"
The Conspirator,2010,141940100,25000000,11538204,4369207,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,122,"-$9,092,589.00"
Happily N'Ever After,2006,29460100,47000000,15849032,22074786,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,87,"-$9,076,182.00"
The Hurricane Heist,2017,309770100,40000000,6115824,24847860,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,103,"-$9,036,316.00"
September Dawn,2007,62540100,10100000,1066555,0,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,110,"-$9,033,445.00"
"Roman J. Israel, Esq.",2017,298120100,22000000,11962712,1004300,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,129,"-$9,032,988.00"
Married Life,2008,58120100,12000000,1506998,1468190,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,90,"-$9,024,812.00"
Fifty Dead Men Walking,2008,114690100,10000000,0,997921,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,,"-$9,002,079.00"
The Paperboy,2012,177560100,12500000,677200,2844953,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,107,"-$8,977,847.00"
Rock of Ages,2011,144870100,70000000,38518613,22513319,PG-13,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,123,"-$8,968,068.00"
Drive Angry,2010,143070100,50000000,10721033,30321550,R,Fantasy,Original Screenplay,Live Action,Action,0,104,"-$8,957,417.00"
The Ten Commandments,2007,62060100,10000000,952820,99087,PG,Historical Fiction,Based on Religious Text,Digital Animation,Adventure,0,,"-$8,948,093.00"
